,timestamp,symbol,side,qty,price,fee,slippage,signal_strength,pnl
0,2025-09-11 07:44:29.952286,BTCUSDT,buy,3.7914578096592737,49543.760806391016,37.56861576585645,4.953880692570237,0.9391214819982114,-37.56861576585645
1,2025-09-11 08:23:29.952286,BTCUSDT,sell,3.7914578096592737,49467.35884389269,37.51068080237894,4.947230607453093,0.9742837640439065,-327.18549818995433
2,2025-09-11 08:23:29.952286,BTCUSDT,sell,3.936000376621489,49467.35884389269,38.940708608006396,4.947230607453093,0.9742837640439065,-38.940708608006396
3,2025-09-11 08:27:29.952286,BTCUSDT,buy,3.936000376621489,49319.821890619714,38.82456750727679,4.93148904015834,0.3402065758709287,541.8809361407384
4,2025-09-11 08:27:29.952286,BTCUSDT,buy,1.3783919815422274,49319.821890619714,13.596409405024207,4.93148904015834,0.3402065758709287,-13.596409405024207
5,2025-09-11 09:00:29.952286,BTCUSDT,sell,1.3783919815422274,49279.3909625265,13.585263471606208,4.928431939442817,0.9077425618852335,-69.3149305616026
6,2025-09-11 09:00:29.952286,BTCUSDT,sell,3.6805777167493052,49279.3909625265,36.27532565433042,4.928431939442817,0.9077425618852335,-36.27532565433042
7,2025-09-11 09:20:29.952286,BTCUSDT,buy,3.6805777167493052,49303.46792906654,36.293049083637264,4.929853807523614,0.7846188615298741,-124.91019561781482
8,2025-09-11 09:20:29.952286,BTCUSDT,buy,3.180933017246097,49303.46792906654,31.36620580006036,4.929853807523614,0.7846188615298741,-31.36620580006036
9,2025-09-11 09:55:29.952286,BTCUSDT,sell,3.180933017246097,49049.211390632205,31.204451196469066,4.905411680229008,0.9766911752290364,-839.9774691529385
10,2025-09-11 09:55:29.952286,BTCUSDT,sell,3.9747301897331373,49049.211390632205,38.991476259389664,4.905411680229008,0.9766911752290364,-38.991476259389664
11,2025-09-11 10:31:29.952286,BTCUSDT,buy,3.9747301897331373,49292.08878129134,39.18455067880095,4.928716006528703,0.757567262488416,-1004.5566477352849
12,2025-09-11 10:31:29.952286,BTCUSDT,buy,3.068762678327488,49292.08878129134,30.253144477766387,4.928716006528703,0.757567262488416,-30.253144477766387
13,2025-09-11 10:36:29.952286,BTCUSDT,sell,3.068762678327488,49404.30842059278,30.32201956593911,4.940924934555369,0.3398466879588608,314.0534212976873
14,2025-09-11 10:36:29.952286,BTCUSDT,sell,1.372108275029204,49404.30842059278,13.55761208119807,4.940924934555369,0.3398466879588608,-13.55761208119807
15,2025-09-11 10:40:29.952286,BTCUSDT,buy,1.372108275029204,49285.64225469088,13.525047515558072,4.928071418325999,0.8645897498581622,149.2977806844286
16,2025-09-11 10:40:29.952286,BTCUSDT,buy,3.501256109013082,49285.64225469088,34.51233120617395,4.928071418325999,0.8645897498581622,-34.51233120617395
17,2025-09-11 10:56:29.952286,BTCUSDT,sell,3.501256109013082,49375.89237118631,34.5755289605177,4.938083045424719,1.0,281.4132427582493
